Date,Asset,Price,Return,RV_proxy,Period
2006-04-04,KBE,33.22496032714844,0.8399969767413392,0.70559492093459,pre_crisis
2006-04-05,KBE,33.348472595214844,0.3710561536548794,0.13768266916515345,pre_crisis
2006-04-06,KBE,33.28670883178711,-0.18537889383002235,0.0343653342776427,pre_crisis
2006-04-07,KBE,33.05202865600586,-0.7075237294384495,0.5005898277184924,pre_crisis
2006-04-10,KBE,33.095272064208984,0.13074884052036495,0.017095259297419826,pre_crisis
2006-04-11,KBE,32.97176742553711,-0.37387715112487985,0.13978412413325625,pre_crisis
2006-04-12,KBE,32.95323181152344,-0.0562324299328226,0.003162086176149803,pre_crisis
2006-04-13,KBE,33.095272064208984,0.43010958105770547,0.18499425171763492,pre_crisis
2006-04-17,KBE,33.064388275146484,-0.09336139619632193,0.008716350299726595,pre_crisis
2006-04-18,KBE,33.811641693115234,2.234835169794693,4.994488236151274,pre_crisis
2006-04-19,KBE,33.62019729614258,-0.5678175598234273,0.32241678124383144,pre_crisis
2006-04-20,KBE,33.66958999633789,0.14680595987485345,0.021551989854777083,pre_crisis
2006-04-21,KBE,33.54608154296875,-0.36749939276089677,0.13505580367962786,pre_crisis
2006-04-24,KBE,33.496665954589844,-0.14741519156730454,0.021731238704825094,pre_crisis
2006-04-25,KBE,33.37934875488281,-0.35085021307122305,0.12309587201212262,pre_crisis
2006-04-26,KBE,33.65107345581055,0.8107548196458816,0.6573233775790259,pre_crisis
2006-04-27,KBE,34.34274673461914,2.0345882518069245,4.139549354390757,pre_crisis
2006-04-28,KBE,35.01588821411133,1.941106874192498,3.76789589703737,pre_crisis
2006-05-01,KBE,34.43537521362305,-1.6717522236635824,2.7947554973241324,pre_crisis
2006-05-02,KBE,34.60829544067383,0.5009020724520408,0.2509028861867495,pre_crisis
2006-05-03,KBE,34.645347595214844,0.10700421364744359,0.011449901738307752,pre_crisis
2006-05-04,KBE,34.805904388427734,0.4623590638137,0.21377590389068113,pre_crisis
2006-05-05,KBE,35.21351623535156,1.1642954137074566,1.3555838103802176,pre_crisis
2006-05-08,KBE,35.10236358642578,-0.31615260106443593,0.09995246715980838,pre_crisis
2006-05-09,KBE,35.083824157714844,-0.05282928091124207,0.0027909329215989255,pre_crisis
2006-05-10,KBE,35.0776481628418,-0.017605089188499394,0.00030993916533501826,pre_crisis
2006-05-11,KBE,34.632999420166016,-1.2757155138847984,1.6274500723663554,pre_crisis
2006-05-12,KBE,34.336570739746094,-0.8595979502592401,0.7389086360898871,pre_crisis
2006-05-15,KBE,34.589786529541016,0.7347462973086446,0.5398521214087632,pre_crisis
2006-05-16,KBE,34.5033073425293,-0.2503267036525384,0.06266345856154577,pre_crisis
2006-05-17,KBE,33.89193344116211,-1.787814996011243,3.196282459962681,pre_crisis
2006-05-18,KBE,33.5831298828125,-0.9153180422987591,0.837807118557633,pre_crisis
2006-05-19,KBE,33.793113708496094,0.6233191236551787,0.38852672991425996,pre_crisis
2006-05-22,KBE,33.898101806640625,0.31019736174214996,0.09622240323179024,pre_crisis
2006-05-23,KBE,33.73134231567383,-0.49315747335413596,0.2432042935250353,pre_crisis
2006-05-24,KBE,33.78075408935547,0.14637904949066444,0.02142682612979039,pre_crisis
2006-05-25,KBE,33.91661071777344,0.4013651378770297,0.16109397390304706,pre_crisis
2006-05-26,KBE,34.0833740234375,0.4904814041359402,0.2405720078031635,pre_crisis
2006-05-30,KBE,33.62637710571289,-1.3498908195658026,1.8222052247480343,pre_crisis
2006-05-31,KBE,33.78694534301758,0.4763703526788289,0.2269287129113518,pre_crisis
2006-06-01,KBE,34.23158264160156,1.3074191559113264,1.7093448492438852,pre_crisis
2006-06-02,KBE,34.42303466796875,0.5577265743904923,0.31105893178135335,pre_crisis
2006-06-05,KBE,33.898101806640625,-1.5366933815643378,2.3614265489436392,pre_crisis
2006-06-06,KBE,33.842533111572266,-0.16406314348792028,0.026916715051137918,pre_crisis
2006-06-07,KBE,34.0833740234375,0.7091312616374047,0.5028671462314573,pre_crisis
2006-06-08,KBE,34.206886291503906,0.36172772566236555,0.1308469475128676,pre_crisis
2006-06-09,KBE,34.15132522583008,-0.16255860612997192,0.026425300426919342,pre_crisis
2006-06-12,KBE,33.86104965209961,-0.8536015299918505,0.728635572004428,pre_crisis
2006-06-13,KBE,33.24347686767578,-1.840681256680438,3.3881074886946765,pre_crisis
2006-06-14,KBE,32.82353973388672,-1.2712630626080093,1.6161097743514952,pre_crisis
2006-06-15,KBE,33.47197341918945,1.9562541523071735,3.826930308419058,pre_crisis
2006-06-16,KBE,33.30508804321289,-0.49982949163211504,0.24982952070521855,pre_crisis
2006-06-19,KBE,33.01860427856445,-0.863901077782097,0.7463250721930689,pre_crisis
2006-06-20,KBE,33.118247985839844,0.3013260512366808,0.0907973891538908,pre_crisis
2006-06-21,KBE,33.230350494384766,0.33792007001675184,0.11418997372012646,pre_crisis
2006-06-22,KBE,33.16806411743164,-0.1876141037024623,0.035199051908078274,pre_crisis
2006-06-23,KBE,32.881591796875,-0.8674507472878497,0.7524707989702488,pre_crisis
2006-06-26,KBE,33.13692855834961,0.7735345575287859,0.5983557116912546,pre_crisis
2006-06-27,KBE,32.912750244140625,-0.6788198795538264,0.46079642887747135,pre_crisis
2006-06-28,KBE,33.01860427856445,0.32110405176192086,0.10310781205792235,pre_crisis
2006-06-29,KBE,33.72233200073242,2.108911990672889,4.447509784403888,pre_crisis
2006-06-30,KBE,33.46075439453125,-0.778704706891058,0.6063810205342886,pre_crisis
2006-07-03,KBE,33.79082107543945,0.9815958327854476,0.9635303789417564,pre_crisis
2006-07-05,KBE,33.42962646484375,-1.0746673074416893,1.1549098216839702,pre_crisis
2006-07-06,KBE,33.52927017211914,0.29762671081833436,0.08858165899254043,pre_crisis
2006-07-07,KBE,33.479454040527344,-0.14868553715855964,0.02210738896012942,pre_crisis
2006-07-10,KBE,33.616455078125,0.4083743101298196,0.1667695771740061,pre_crisis
2006-07-11,KBE,33.70987319946289,0.27750861714780384,0.07701103259128636,pre_crisis
2006-07-12,KBE,33.37358474731445,-1.0026056481389953,1.0052180856802149,pre_crisis
2006-07-13,KBE,32.95010757446289,-1.277018552443605,1.6307763832851605,pre_crisis
2006-07-14,KBE,33.03106689453125,0.24540139319807658,0.06022184378355699,pre_crisis
2006-07-17,KBE,33.2178955078125,0.5640212368275971,0.31811995559253237,pre_crisis
2006-07-18,KBE,33.19298553466797,-0.07501774986784664,0.005627662795234804,pre_crisis
2006-07-19,KBE,34.264129638671875,3.17604493064654,10.087261401485584,pre_crisis
2006-07-20,KBE,34.17070770263672,-0.2730246690051599,0.07454246988537713,pre_crisis
2006-07-21,KBE,33.971431732177734,-0.5848848897261851,0.34209033423001173,pre_crisis
2006-07-24,KBE,34.32639694213867,1.0394720096296959,1.0805020588035985,pre_crisis
2006-07-25,KBE,34.41358184814453,0.2536659285919676,0.06434640332842521,pre_crisis
2006-07-26,KBE,34.4198112487793,0.018099937752606873,0.00032760774664824355,pre_crisis
2006-07-27,KBE,34.13333511352539,-0.8357830911142679,0.6985333753925206,pre_crisis
2006-07-28,KBE,34.824615478515625,2.0050001977746525,4.020025793076396,pre_crisis
2006-07-31,KBE,34.650245666503906,-0.5019662515935835,0.2519701177389128,pre_crisis
2006-08-01,KBE,34.650245666503906,0.0,0.0,pre_crisis
2006-08-02,KBE,34.7311897277832,0.23333071027743993,0.05444322035857461,pre_crisis
2006-08-03,KBE,35.03010177612305,0.8569619948116989,0.7343838605516462,pre_crisis
2006-08-04,KBE,35.135986328125,0.30181141699089103,0.0910901314260495,pre_crisis
2006-08-07,KBE,35.05501937866211,-0.23070473078306108,0.05322467280568469,pre_crisis
2006-08-08,KBE,34.855751037597656,-0.570066327469381,0.32497561771442757,pre_crisis
2006-08-09,KBE,34.4198112487793,-1.258583918894408,1.5840334808996055,pre_crisis
2006-08-10,KBE,34.46340560913086,0.126574710532919,0.016021157346492235,pre_crisis
2006-08-11,KBE,34.301490783691406,-0.47092377990484235,0.2217692064798644,pre_crisis
2006-08-14,KBE,34.23299789428711,-0.19987866993330622,0.03995148269430757,pre_crisis
2006-08-15,KBE,34.818382263183594,1.6955443662309777,2.8748706978576077,pre_crisis
2006-08-16,KBE,34.97406768798828,0.4461390398067434,0.199040042839683,pre_crisis
2006-08-17,KBE,34.93670654296875,-0.10688237682173585,0.011423842475063535,pre_crisis
2006-08-18,KBE,34.94915771484375,0.03563287694578855,0.0012697019194337093,pre_crisis
2006-08-21,KBE,34.7872428894043,-0.4643632736654914,0.21563324992933205,pre_crisis
2006-08-22,KBE,34.774784088134766,-0.03582069684878707,0.0012831223227327037,pre_crisis
2006-08-23,KBE,34.69383239746094,-0.2330598518041555,0.054316894522974925,pre_crisis
2006-08-24,KBE,34.7311897277832,0.1076192208061378,0.011581896686920242,pre_crisis
2006-08-25,KBE,34.54438400268555,-0.5393132610010837,0.290858793491623,pre_crisis
2006-08-28,KBE,34.743648529052734,0.575178911690418,0.33083078045337366,pre_crisis
2006-08-29,KBE,34.513221740722656,-0.6654289681254264,0.44279571162046977,pre_crisis
2006-08-30,KBE,34.650245666503906,0.3962326071586639,0.15700027897575206,pre_crisis
2006-08-31,KBE,34.581722259521484,-0.1979531462449326,0.03918544810826767,pre_crisis
2006-09-01,KBE,34.656471252441406,0.21591846398326175,0.0466207830888911,pre_crisis
2006-09-05,KBE,34.7623405456543,0.3050163854730796,0.09303499540706227,pre_crisis
2006-09-06,KBE,34.70628356933594,-0.16138793361666484,0.026046065117057017,pre_crisis
2006-09-07,KBE,34.3201789855957,-1.1187263444946285,1.2515486338663142,pre_crisis
2006-09-08,KBE,34.53190612792969,0.6150222157256647,0.3782523258361061,pre_crisis
2006-09-11,KBE,34.49454879760742,-0.10824062748085474,0.011716033437449166,pre_crisis
2006-09-12,KBE,34.89311981201172,1.1488364030134728,1.3198250808889345,pre_crisis
2006-09-13,KBE,35.05501937866211,0.462913974938582,0.21428934819343812,pre_crisis
2006-09-14,KBE,35.03634262084961,-0.05329261044938246,0.0028401023285096285,pre_crisis
2006-09-15,KBE,35.20652389526367,0.48455200030781775,0.23479064100230743,pre_crisis
2006-09-18,KBE,35.16259002685547,-0.12486692433049554,0.015591748791757698,pre_crisis
2006-09-19,KBE,35.1500244140625,-0.03574212970646203,0.0012774998359535556,pre_crisis
2006-09-20,KBE,35.51426315307617,1.0309081925352797,1.0627717014363571,pre_crisis
2006-09-21,KBE,35.25678253173828,-0.7276471752398904,0.5294704116345919,pre_crisis
2006-09-22,KBE,35.2630500793457,0.017775276519688812,0.0003159604553514004,pre_crisis
2006-09-25,KBE,35.577056884765625,0.8865284806667558,0.7859327470333065,pre_crisis
2006-09-26,KBE,35.671268463134766,0.26445992328384166,0.06993905102329541,pre_crisis
