Asset,best_garch_model,best_garch_qlike,best_garch_rmse,best_garch_mae,best_ml_model,best_ml_qlike,best_ml_rmse,best_ml_mae,qlike_diff_ml_minus_garch,rmse_diff_ml_minus_garch,mae_diff_ml_minus_garch,qlike_winner,rmse_winner,mae_winner
KBE,GJR_GARCH_11,1.522167968452087,28.24321564848764,10.737037096338112,RandomForest,1.5614014108485723,27.945441927064465,10.647220871809004,0.039233442396485296,-0.2977737214231766,-0.0898162245291072,GARCH_Rolling,ML_Rolling,ML_Rolling
SPY,GJR_GARCH_11,1.5944213782609682,7.707248402663991,2.729455712938311,RandomForest,1.6431405260327314,8.060456263870613,2.870882254198193,0.04871914777176323,0.35320786120662184,0.1414265412598823,GARCH_Rolling,GARCH_Rolling,GARCH_Rolling
XLF,GJR_GARCH_11,1.6301234062118135,22.74647211762228,8.88745270628855,RandomForest,1.674276746649235,22.86634838470604,9.20039969094182,0.04415334043742147,0.11987626708376098,0.3129469846532693,GARCH_Rolling,GARCH_Rolling,GARCH_Rolling
