Asset,n_obs,mean,median,std,annualized_vol,min,max,skewness,kurtosis_excess,abs_return_mean,squared_return_mean
KBE,1791,-0.03249490951364062,-0.0342545312659089,2.8158538425344064,44.70029397391003,-21.85336428916354,18.410556557011375,-0.007723992638053487,9.942413548231293,1.7094159774465847,7.92566162763297
SPY,1791,0.01554580677491621,0.0681661692219446,1.453110488670732,23.067413883133785,-10.363751814931604,13.55773675526616,-0.050149150878272195,11.669260851327683,0.9210374250547492,2.11059279728414
XLF,1791,-0.027682145997217866,0.0,2.5933327539838174,41.167881203276586,-18.23218777402481,15.239398750101936,-0.032013757836410056,9.446702472065606,1.5703336266566794,6.722385979300045
