scope,trained_asset,model,importance_type,feature,value,abs_value
asset_specific,XLF,LightGBM,feature_importance,return_lag_3,87.0,87.0
asset_specific,XLF,LightGBM,feature_importance,return_lag_1,80.0,80.0
asset_specific,XLF,LightGBM,feature_importance,return_lag_5,77.0,77.0
asset_specific,XLF,LightGBM,feature_importance,rolling_downside_squared_return_22d,73.0,73.0
asset_specific,XLF,LightGBM,feature_importance,rolling_downside_squared_return_5d,67.0,67.0
asset_specific,XLF,LightGBM,feature_importance,abs_return_t,62.0,62.0
asset_specific,XLF,LightGBM,feature_importance,abs_return_lag_1,61.0,61.0
asset_specific,XLF,LightGBM,feature_importance,squared_return_lag_10,54.0,54.0
asset_specific,XLF,LightGBM,feature_importance,return_lag_2,44.0,44.0
asset_specific,XLF,LightGBM,feature_importance,abs_return_lag_3,36.0,36.0
asset_specific,XLF,LightGBM,feature_importance,rolling_abs_return_5d,36.0,36.0
asset_specific,XLF,LightGBM,feature_importance,return_t,35.0,35.0
asset_specific,XLF,LightGBM,feature_importance,abs_return_lag_2,26.0,26.0
asset_specific,XLF,LightGBM,feature_importance,rolling_negative_share_22d,24.0,24.0
asset_specific,XLF,LightGBM,feature_importance,rolling_mean_squared_return_66d,22.0,22.0
asset_specific,XLF,LightGBM,feature_importance,rolling_mean_squared_return_5d,20.0,20.0
asset_specific,XLF,LightGBM,feature_importance,rolling_mean_squared_return_22d,19.0,19.0
asset_specific,XLF,LightGBM,feature_importance,rolling_abs_return_66d,13.0,13.0
asset_specific,XLF,LightGBM,feature_importance,rolling_abs_return_22d,6.0,6.0
asset_specific,XLF,LightGBM,feature_importance,rolling_downside_squared_return_66d,6.0,6.0
asset_specific,XLF,LightGBM,feature_importance,rolling_negative_share_66d,3.0,3.0
asset_specific,XLF,LightGBM,feature_importance,squared_return_t,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,negative_return_dummy_t,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,negative_squared_return_t,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,squared_return_lag_1,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,squared_return_lag_2,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,squared_return_lag_3,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,squared_return_lag_5,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,rolling_sum_squared_return_5d,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,rolling_volatility_5d,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,rolling_sum_squared_return_22d,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,rolling_volatility_22d,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,rolling_sum_squared_return_66d,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,rolling_volatility_66d,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,crisis_dummy,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,post_crisis_dummy,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,negative_x_crisis,0.0,0.0
asset_specific,XLF,LightGBM,feature_importance,negative_squared_x_crisis,0.0,0.0
asset_specific,XLF,RandomForest,feature_importance,rolling_downside_squared_return_22d,0.15825483703721632,0.15825483703721632
asset_specific,XLF,RandomForest,feature_importance,abs_return_lag_5,0.1460170819010872,0.1460170819010872
asset_specific,XLF,RandomForest,feature_importance,squared_return_lag_5,0.13183667164913632,0.13183667164913632
asset_specific,XLF,RandomForest,feature_importance,return_lag_3,0.09634608608525155,0.09634608608525155
asset_specific,XLF,RandomForest,feature_importance,return_lag_5,0.04600579384274482,0.04600579384274482
asset_specific,XLF,RandomForest,feature_importance,return_lag_1,0.03666654913560954,0.03666654913560954
asset_specific,XLF,RandomForest,feature_importance,rolling_downside_squared_return_5d,0.03544210774972901,0.03544210774972901
asset_specific,XLF,RandomForest,feature_importance,abs_return_lag_3,0.02426924224565649,0.02426924224565649
asset_specific,XLF,RandomForest,feature_importance,rolling_abs_return_5d,0.023661631159402848,0.023661631159402848
asset_specific,XLF,RandomForest,feature_importance,squared_return_lag_10,0.023542709637747787,0.023542709637747787
asset_specific,XLF,RandomForest,feature_importance,rolling_negative_share_22d,0.023035523047989993,0.023035523047989993
asset_specific,XLF,RandomForest,feature_importance,rolling_abs_return_66d,0.021784003295226197,0.021784003295226197
asset_specific,XLF,RandomForest,feature_importance,squared_return_lag_3,0.020185054924736646,0.020185054924736646
asset_specific,XLF,RandomForest,feature_importance,rolling_negative_share_5d,0.018769339514917268,0.018769339514917268
asset_specific,XLF,RandomForest,feature_importance,return_t,0.01718211687798146,0.01718211687798146
asset_specific,XLF,RandomForest,feature_importance,rolling_abs_return_22d,0.01696004289164125,0.01696004289164125
asset_specific,XLF,RandomForest,feature_importance,return_lag_2,0.016855426605939975,0.016855426605939975
asset_specific,XLF,RandomForest,feature_importance,rolling_sum_squared_return_22d,0.013912318803105547,0.013912318803105547
asset_specific,XLF,RandomForest,feature_importance,squared_return_lag_1,0.013684865283272512,0.013684865283272512
asset_specific,XLF,RandomForest,feature_importance,rolling_mean_squared_return_5d,0.013444483966363645,0.013444483966363645
asset_specific,XLF,RandomForest,feature_importance,abs_return_lag_1,0.011587109642836302,0.011587109642836302
asset_specific,XLF,RandomForest,feature_importance,rolling_volatility_22d,0.011045615808963944,0.011045615808963944
asset_specific,XLF,RandomForest,feature_importance,rolling_volatility_5d,0.010424971757715009,0.010424971757715009
asset_specific,XLF,RandomForest,feature_importance,rolling_mean_squared_return_22d,0.009813995990857758,0.009813995990857758
asset_specific,XLF,RandomForest,feature_importance,squared_return_t,0.00832398880503026,0.00832398880503026
asset_specific,XLF,RandomForest,feature_importance,abs_return_t,0.008272260578269531,0.008272260578269531
asset_specific,XLF,RandomForest,feature_importance,rolling_downside_squared_return_66d,0.008062798035188007,0.008062798035188007
asset_specific,XLF,RandomForest,feature_importance,negative_squared_return_t,0.007089644323692734,0.007089644323692734
asset_specific,XLF,RandomForest,feature_importance,rolling_sum_squared_return_5d,0.005810883567052496,0.005810883567052496
asset_specific,XLF,RandomForest,feature_importance,rolling_sum_squared_return_66d,0.004101175454381783,0.004101175454381783
asset_specific,XLF,RandomForest,feature_importance,abs_return_lag_2,0.004093193878868238,0.004093193878868238
asset_specific,XLF,RandomForest,feature_importance,squared_return_lag_2,0.003966759533467964,0.003966759533467964
asset_specific,XLF,RandomForest,feature_importance,rolling_volatility_66d,0.0035548855490198355,0.0035548855490198355
asset_specific,XLF,RandomForest,feature_importance,rolling_mean_squared_return_66d,0.0030261801590091373,0.0030261801590091373
asset_specific,XLF,RandomForest,feature_importance,rolling_negative_share_66d,0.0016359188604187641,0.0016359188604187641
asset_specific,XLF,RandomForest,feature_importance,negative_return_dummy_t,0.0013347324004719544,0.0013347324004719544
asset_specific,XLF,RandomForest,feature_importance,crisis_dummy,0.0,0.0
asset_specific,XLF,RandomForest,feature_importance,post_crisis_dummy,0.0,0.0
asset_specific,XLF,RandomForest,feature_importance,negative_x_crisis,0.0,0.0
asset_specific,XLF,RandomForest,feature_importance,negative_squared_x_crisis,0.0,0.0
asset_specific,XLF,Ridge,coefficient,rolling_volatility_22d,1.1538393069405293,1.1538393069405293
asset_specific,XLF,Ridge,coefficient,rolling_mean_squared_return_66d,-0.6921001811182957,0.6921001811182957
asset_specific,XLF,Ridge,coefficient,rolling_sum_squared_return_66d,-0.6921001811181923,0.6921001811181923
asset_specific,XLF,Ridge,coefficient,rolling_downside_squared_return_66d,0.618471498744242,0.618471498744242
asset_specific,XLF,Ridge,coefficient,rolling_abs_return_66d,0.5429843978823836,0.5429843978823836
asset_specific,XLF,Ridge,coefficient,rolling_abs_return_22d,-0.4832792621909204,0.4832792621909204
asset_specific,XLF,Ridge,coefficient,rolling_sum_squared_return_22d,-0.440669201945153,0.440669201945153
asset_specific,XLF,Ridge,coefficient,rolling_mean_squared_return_22d,-0.4406692019451091,0.4406692019451091
asset_specific,XLF,Ridge,coefficient,rolling_downside_squared_return_22d,0.4277013520956054,0.4277013520956054
asset_specific,XLF,Ridge,coefficient,rolling_volatility_66d,0.4051928487157149,0.4051928487157149
asset_specific,XLF,Ridge,coefficient,rolling_volatility_5d,-0.36407010120221556,0.36407010120221556
asset_specific,XLF,Ridge,coefficient,rolling_mean_squared_return_5d,0.3560342898945947,0.3560342898945947
asset_specific,XLF,Ridge,coefficient,rolling_sum_squared_return_5d,0.3560342898945242,0.3560342898945242
asset_specific,XLF,Ridge,coefficient,squared_return_lag_3,-0.3080768876963836,0.3080768876963836
asset_specific,XLF,Ridge,coefficient,squared_return_lag_1,-0.26307570699851374,0.26307570699851374
asset_specific,XLF,Ridge,coefficient,abs_return_lag_3,0.2481993258609235,0.2481993258609235
asset_specific,XLF,Ridge,coefficient,squared_return_t,-0.23731547130302275,0.23731547130302275
asset_specific,XLF,Ridge,coefficient,rolling_downside_squared_return_5d,-0.2267489455712961,0.2267489455712961
asset_specific,XLF,Ridge,coefficient,rolling_negative_share_66d,-0.2162933482012118,0.2162933482012118
asset_specific,XLF,Ridge,coefficient,return_lag_3,-0.21439944987113932,0.21439944987113932
asset_specific,XLF,Ridge,coefficient,squared_return_lag_2,-0.20140856525333325,0.20140856525333325
asset_specific,XLF,Ridge,coefficient,return_t,-0.19972397458747804,0.19972397458747804
asset_specific,XLF,Ridge,coefficient,return_lag_5,-0.17175469654164113,0.17175469654164113
asset_specific,XLF,Ridge,coefficient,rolling_negative_share_5d,0.1580539163162737,0.1580539163162737
asset_specific,XLF,Ridge,coefficient,rolling_abs_return_5d,-0.12442431205996393,0.12442431205996393
asset_specific,XLF,Ridge,coefficient,return_lag_1,-0.11562591092713194,0.11562591092713194
asset_specific,XLF,Ridge,coefficient,rolling_negative_share_22d,0.08692126999269371,0.08692126999269371
asset_specific,XLF,Ridge,coefficient,negative_return_dummy_t,-0.08380833044802731,0.08380833044802731
asset_specific,XLF,Ridge,coefficient,abs_return_lag_5,-0.07588601140529516,0.07588601140529516
asset_specific,XLF,Ridge,coefficient,negative_squared_return_t,0.07464120425751364,0.07464120425751364
asset_specific,XLF,Ridge,coefficient,return_lag_2,-0.07096281702458027,0.07096281702458027
asset_specific,XLF,Ridge,coefficient,abs_return_lag_1,0.06815595286429364,0.06815595286429364
asset_specific,XLF,Ridge,coefficient,abs_return_t,0.035541638740638926,0.035541638740638926
asset_specific,XLF,Ridge,coefficient,squared_return_lag_10,-0.02286026041297417,0.02286026041297417
asset_specific,XLF,Ridge,coefficient,abs_return_lag_2,0.01940420543987081,0.01940420543987081
asset_specific,XLF,Ridge,coefficient,squared_return_lag_5,-0.00416306405895037,0.00416306405895037
asset_specific,XLF,Ridge,coefficient,crisis_dummy,0.0,0.0
asset_specific,XLF,Ridge,coefficient,post_crisis_dummy,0.0,0.0
asset_specific,XLF,Ridge,coefficient,negative_x_crisis,0.0,0.0
asset_specific,XLF,Ridge,coefficient,negative_squared_x_crisis,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,return_lag_2,0.11170630902051926,0.11170630902051926
asset_specific,XLF,XGBoost,feature_importance,return_lag_1,0.08611444383859634,0.08611444383859634
asset_specific,XLF,XGBoost,feature_importance,abs_return_lag_3,0.06599614769220352,0.06599614769220352
asset_specific,XLF,XGBoost,feature_importance,rolling_mean_squared_return_22d,0.05723842978477478,0.05723842978477478
asset_specific,XLF,XGBoost,feature_importance,abs_return_lag_5,0.05422735959291458,0.05422735959291458
asset_specific,XLF,XGBoost,feature_importance,rolling_downside_squared_return_22d,0.04667990282177925,0.04667990282177925
asset_specific,XLF,XGBoost,feature_importance,rolling_negative_share_5d,0.046474259346723557,0.046474259346723557
asset_specific,XLF,XGBoost,feature_importance,squared_return_lag_5,0.04248643293976784,0.04248643293976784
asset_specific,XLF,XGBoost,feature_importance,return_lag_5,0.04174238443374634,0.04174238443374634
asset_specific,XLF,XGBoost,feature_importance,return_lag_3,0.039298538118600845,0.039298538118600845
asset_specific,XLF,XGBoost,feature_importance,return_t,0.0359368696808815,0.0359368696808815
asset_specific,XLF,XGBoost,feature_importance,rolling_negative_share_22d,0.03499935194849968,0.03499935194849968
asset_specific,XLF,XGBoost,feature_importance,abs_return_lag_2,0.03394574299454689,0.03394574299454689
asset_specific,XLF,XGBoost,feature_importance,rolling_abs_return_22d,0.031911369413137436,0.031911369413137436
asset_specific,XLF,XGBoost,feature_importance,negative_squared_return_t,0.027938395738601685,0.027938395738601685
asset_specific,XLF,XGBoost,feature_importance,rolling_abs_return_66d,0.024005351588129997,0.024005351588129997
asset_specific,XLF,XGBoost,feature_importance,abs_return_lag_1,0.02316555753350258,0.02316555753350258
asset_specific,XLF,XGBoost,feature_importance,squared_return_lag_10,0.023111652582883835,0.023111652582883835
asset_specific,XLF,XGBoost,feature_importance,rolling_downside_squared_return_5d,0.022929752245545387,0.022929752245545387
asset_specific,XLF,XGBoost,feature_importance,squared_return_t,0.022407513111829758,0.022407513111829758
asset_specific,XLF,XGBoost,feature_importance,squared_return_lag_1,0.02118338644504547,0.02118338644504547
asset_specific,XLF,XGBoost,feature_importance,rolling_abs_return_5d,0.020545581355690956,0.020545581355690956
asset_specific,XLF,XGBoost,feature_importance,abs_return_t,0.019605496898293495,0.019605496898293495
asset_specific,XLF,XGBoost,feature_importance,rolling_mean_squared_return_5d,0.01738160103559494,0.01738160103559494
asset_specific,XLF,XGBoost,feature_importance,squared_return_lag_3,0.016343850642442703,0.016343850642442703
asset_specific,XLF,XGBoost,feature_importance,rolling_downside_squared_return_66d,0.01539766974747181,0.01539766974747181
asset_specific,XLF,XGBoost,feature_importance,rolling_negative_share_66d,0.014085682108998299,0.014085682108998299
asset_specific,XLF,XGBoost,feature_importance,rolling_mean_squared_return_66d,0.0031409473158419132,0.0031409473158419132
asset_specific,XLF,XGBoost,feature_importance,negative_return_dummy_t,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,squared_return_lag_2,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,rolling_sum_squared_return_5d,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,rolling_volatility_5d,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,rolling_sum_squared_return_22d,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,rolling_volatility_22d,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,rolling_sum_squared_return_66d,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,rolling_volatility_66d,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,crisis_dummy,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,post_crisis_dummy,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,negative_x_crisis,0.0,0.0
asset_specific,XLF,XGBoost,feature_importance,negative_squared_x_crisis,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,return_lag_5,0.16215040833789382,0.16215040833789382
pooled,ALL,GradientBoosting,feature_importance,rolling_downside_squared_return_22d,0.10376801914305094,0.10376801914305094
pooled,ALL,GradientBoosting,feature_importance,abs_return_lag_5,0.0870537531649214,0.0870537531649214
pooled,ALL,GradientBoosting,feature_importance,squared_return_lag_5,0.08136398052012273,0.08136398052012273
pooled,ALL,GradientBoosting,feature_importance,return_lag_3,0.07586613125670909,0.07586613125670909
pooled,ALL,GradientBoosting,feature_importance,rolling_negative_share_5d,0.07012939941883746,0.07012939941883746
pooled,ALL,GradientBoosting,feature_importance,rolling_abs_return_5d,0.043310286189779584,0.043310286189779584
pooled,ALL,GradientBoosting,feature_importance,rolling_abs_return_22d,0.0388272224261117,0.0388272224261117
pooled,ALL,GradientBoosting,feature_importance,squared_return_lag_10,0.03770231986777714,0.03770231986777714
pooled,ALL,GradientBoosting,feature_importance,return_lag_2,0.036847171971477,0.036847171971477
pooled,ALL,GradientBoosting,feature_importance,return_lag_1,0.034092939193834146,0.034092939193834146
pooled,ALL,GradientBoosting,feature_importance,return_t,0.0317333731923116,0.0317333731923116
pooled,ALL,GradientBoosting,feature_importance,rolling_downside_squared_return_5d,0.029883760958613694,0.029883760958613694
pooled,ALL,GradientBoosting,feature_importance,rolling_sum_squared_return_22d,0.02689633466374244,0.02689633466374244
pooled,ALL,GradientBoosting,feature_importance,rolling_negative_share_22d,0.02363971587575281,0.02363971587575281
pooled,ALL,GradientBoosting,feature_importance,rolling_abs_return_66d,0.011135714371694996,0.011135714371694996
pooled,ALL,GradientBoosting,feature_importance,rolling_mean_squared_return_22d,0.010659043641281039,0.010659043641281039
pooled,ALL,GradientBoosting,feature_importance,rolling_sum_squared_return_5d,0.009087681166130452,0.009087681166130452
pooled,ALL,GradientBoosting,feature_importance,abs_return_lag_3,0.008221742534855537,0.008221742534855537
pooled,ALL,GradientBoosting,feature_importance,squared_return_lag_2,0.008082850455365236,0.008082850455365236
pooled,ALL,GradientBoosting,feature_importance,rolling_sum_squared_return_66d,0.007881959631863174,0.007881959631863174
pooled,ALL,GradientBoosting,feature_importance,abs_return_lag_2,0.006991076218331321,0.006991076218331321
pooled,ALL,GradientBoosting,feature_importance,rolling_volatility_5d,0.0064528370388501595,0.0064528370388501595
pooled,ALL,GradientBoosting,feature_importance,rolling_downside_squared_return_66d,0.006391890987153016,0.006391890987153016
pooled,ALL,GradientBoosting,feature_importance,squared_return_t,0.005911282196251794,0.005911282196251794
pooled,ALL,GradientBoosting,feature_importance,rolling_volatility_22d,0.005768362853984254,0.005768362853984254
pooled,ALL,GradientBoosting,feature_importance,rolling_negative_share_66d,0.005702123705038129,0.005702123705038129
pooled,ALL,GradientBoosting,feature_importance,rolling_mean_squared_return_5d,0.004930372161343553,0.004930372161343553
pooled,ALL,GradientBoosting,feature_importance,rolling_mean_squared_return_66d,0.004500136884924591,0.004500136884924591
pooled,ALL,GradientBoosting,feature_importance,negative_squared_return_t,0.004436632777489505,0.004436632777489505
pooled,ALL,GradientBoosting,feature_importance,abs_return_t,0.004312207991492251,0.004312207991492251
pooled,ALL,GradientBoosting,feature_importance,squared_return_lag_1,0.0019678166907746695,0.0019678166907746695
pooled,ALL,GradientBoosting,feature_importance,asset_SPY,0.0019660199912810276,0.0019660199912810276
pooled,ALL,GradientBoosting,feature_importance,squared_return_lag_3,0.0012033920489951818,0.0012033920489951818
pooled,ALL,GradientBoosting,feature_importance,abs_return_lag_1,0.0011320404719646095,0.0011320404719646095
pooled,ALL,GradientBoosting,feature_importance,negative_return_dummy_t,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,rolling_volatility_66d,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,crisis_dummy,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,post_crisis_dummy,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,negative_x_crisis,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,negative_squared_x_crisis,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,asset_KBE,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,asset_XLF,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,period_crisis,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,period_post_crisis,0.0,0.0
pooled,ALL,GradientBoosting,feature_importance,period_pre_crisis,0.0,0.0
pooled,ALL,LightGBM,feature_importance,abs_return_lag_5,198.0,198.0
pooled,ALL,LightGBM,feature_importance,return_lag_5,135.0,135.0
pooled,ALL,LightGBM,feature_importance,squared_return_lag_10,128.0,128.0
pooled,ALL,LightGBM,feature_importance,rolling_downside_squared_return_22d,111.0,111.0
pooled,ALL,LightGBM,feature_importance,return_lag_1,87.0,87.0
pooled,ALL,LightGBM,feature_importance,return_lag_3,87.0,87.0
pooled,ALL,LightGBM,feature_importance,rolling_mean_squared_return_22d,85.0,85.0
pooled,ALL,LightGBM,feature_importance,return_lag_2,66.0,66.0
pooled,ALL,LightGBM,feature_importance,rolling_negative_share_5d,65.0,65.0
pooled,ALL,LightGBM,feature_importance,abs_return_t,63.0,63.0
pooled,ALL,LightGBM,feature_importance,abs_return_lag_2,58.0,58.0
pooled,ALL,LightGBM,feature_importance,return_t,54.0,54.0
pooled,ALL,LightGBM,feature_importance,rolling_abs_return_5d,51.0,51.0
pooled,ALL,LightGBM,feature_importance,rolling_mean_squared_return_5d,47.0,47.0
pooled,ALL,LightGBM,feature_importance,rolling_abs_return_22d,47.0,47.0
pooled,ALL,LightGBM,feature_importance,rolling_mean_squared_return_66d,40.0,40.0
pooled,ALL,LightGBM,feature_importance,rolling_downside_squared_return_5d,40.0,40.0
pooled,ALL,LightGBM,feature_importance,rolling_negative_share_22d,40.0,40.0
pooled,ALL,LightGBM,feature_importance,rolling_negative_share_66d,30.0,30.0
pooled,ALL,LightGBM,feature_importance,abs_return_lag_1,29.0,29.0
pooled,ALL,LightGBM,feature_importance,abs_return_lag_3,26.0,26.0
pooled,ALL,LightGBM,feature_importance,negative_squared_return_t,20.0,20.0
pooled,ALL,LightGBM,feature_importance,rolling_downside_squared_return_66d,19.0,19.0
pooled,ALL,LightGBM,feature_importance,rolling_abs_return_66d,17.0,17.0
pooled,ALL,LightGBM,feature_importance,asset_SPY,17.0,17.0
pooled,ALL,LightGBM,feature_importance,asset_XLF,3.0,3.0
pooled,ALL,LightGBM,feature_importance,squared_return_t,0.0,0.0
pooled,ALL,LightGBM,feature_importance,negative_return_dummy_t,0.0,0.0
pooled,ALL,LightGBM,feature_importance,squared_return_lag_1,0.0,0.0
pooled,ALL,LightGBM,feature_importance,squared_return_lag_2,0.0,0.0
pooled,ALL,LightGBM,feature_importance,squared_return_lag_3,0.0,0.0
pooled,ALL,LightGBM,feature_importance,squared_return_lag_5,0.0,0.0
pooled,ALL,LightGBM,feature_importance,rolling_sum_squared_return_5d,0.0,0.0
pooled,ALL,LightGBM,feature_importance,rolling_volatility_5d,0.0,0.0
pooled,ALL,LightGBM,feature_importance,rolling_sum_squared_return_22d,0.0,0.0
pooled,ALL,LightGBM,feature_importance,rolling_volatility_22d,0.0,0.0
pooled,ALL,LightGBM,feature_importance,rolling_sum_squared_return_66d,0.0,0.0
pooled,ALL,LightGBM,feature_importance,rolling_volatility_66d,0.0,0.0
pooled,ALL,LightGBM,feature_importance,crisis_dummy,0.0,0.0
pooled,ALL,LightGBM,feature_importance,post_crisis_dummy,0.0,0.0
pooled,ALL,LightGBM,feature_importance,negative_x_crisis,0.0,0.0
pooled,ALL,LightGBM,feature_importance,negative_squared_x_crisis,0.0,0.0
pooled,ALL,LightGBM,feature_importance,asset_KBE,0.0,0.0
pooled,ALL,LightGBM,feature_importance,period_crisis,0.0,0.0
pooled,ALL,LightGBM,feature_importance,period_post_crisis,0.0,0.0
pooled,ALL,LightGBM,feature_importance,period_pre_crisis,0.0,0.0
pooled,ALL,RandomForest,feature_importance,rolling_downside_squared_return_22d,0.17327767797895094,0.17327767797895094
pooled,ALL,RandomForest,feature_importance,return_lag_5,0.11950981223233469,0.11950981223233469
pooled,ALL,RandomForest,feature_importance,return_lag_3,0.09693578762670495,0.09693578762670495
pooled,ALL,RandomForest,feature_importance,rolling_negative_share_5d,0.0840917100881317,0.0840917100881317
pooled,ALL,RandomForest,feature_importance,abs_return_lag_5,0.06147453867263754,0.06147453867263754
pooled,ALL,RandomForest,feature_importance,squared_return_lag_5,0.04929500259832932,0.04929500259832932
pooled,ALL,RandomForest,feature_importance,return_lag_1,0.04683957747674043,0.04683957747674043
pooled,ALL,RandomForest,feature_importance,rolling_abs_return_5d,0.046115480472702065,0.046115480472702065
pooled,ALL,RandomForest,feature_importance,squared_return_lag_10,0.03651710906918617,0.03651710906918617
pooled,ALL,RandomForest,feature_importance,rolling_abs_return_66d,0.023422221909839138,0.023422221909839138
pooled,ALL,RandomForest,feature_importance,return_lag_2,0.022203443589284656,0.022203443589284656
pooled,ALL,RandomForest,feature_importance,rolling_downside_squared_return_5d,0.021492285798775514,0.021492285798775514
pooled,ALL,RandomForest,feature_importance,rolling_volatility_22d,0.01775350334602753,0.01775350334602753
pooled,ALL,RandomForest,feature_importance,return_t,0.0171053146347448,0.0171053146347448
pooled,ALL,RandomForest,feature_importance,rolling_abs_return_22d,0.01647394775310886,0.01647394775310886
pooled,ALL,RandomForest,feature_importance,rolling_mean_squared_return_22d,0.015469404632039867,0.015469404632039867
pooled,ALL,RandomForest,feature_importance,rolling_volatility_66d,0.014319940292697625,0.014319940292697625
pooled,ALL,RandomForest,feature_importance,rolling_sum_squared_return_22d,0.012534530608467633,0.012534530608467633
pooled,ALL,RandomForest,feature_importance,rolling_sum_squared_return_5d,0.01241875573684483,0.01241875573684483
pooled,ALL,RandomForest,feature_importance,squared_return_t,0.012202739492163515,0.012202739492163515
pooled,ALL,RandomForest,feature_importance,rolling_mean_squared_return_5d,0.010781402419866786,0.010781402419866786
pooled,ALL,RandomForest,feature_importance,abs_return_t,0.010760017587624064,0.010760017587624064
pooled,ALL,RandomForest,feature_importance,rolling_downside_squared_return_66d,0.010386904841772746,0.010386904841772746
pooled,ALL,RandomForest,feature_importance,rolling_mean_squared_return_66d,0.009212480788927228,0.009212480788927228
pooled,ALL,RandomForest,feature_importance,rolling_sum_squared_return_66d,0.009203908441898145,0.009203908441898145
pooled,ALL,RandomForest,feature_importance,rolling_negative_share_22d,0.008504783403402778,0.008504783403402778
pooled,ALL,RandomForest,feature_importance,negative_squared_return_t,0.007184754544616016,0.007184754544616016
pooled,ALL,RandomForest,feature_importance,rolling_volatility_5d,0.007043930211059104,0.007043930211059104
pooled,ALL,RandomForest,feature_importance,rolling_negative_share_66d,0.00530690354253715,0.00530690354253715
pooled,ALL,RandomForest,feature_importance,squared_return_lag_1,0.004838857375630477,0.004838857375630477
pooled,ALL,RandomForest,feature_importance,abs_return_lag_3,0.004458735362636735,0.004458735362636735
pooled,ALL,RandomForest,feature_importance,abs_return_lag_1,0.004435336223200397,0.004435336223200397
pooled,ALL,RandomForest,feature_importance,squared_return_lag_3,0.003809967157760585,0.003809967157760585
pooled,ALL,RandomForest,feature_importance,squared_return_lag_2,0.0020291557342724986,0.0020291557342724986
pooled,ALL,RandomForest,feature_importance,abs_return_lag_2,0.0017212637205290128,0.0017212637205290128
pooled,ALL,RandomForest,feature_importance,asset_XLF,0.00039049750594078857,0.00039049750594078857
pooled,ALL,RandomForest,feature_importance,asset_KBE,0.00027486214950630015,0.00027486214950630015
pooled,ALL,RandomForest,feature_importance,negative_return_dummy_t,0.0001447152530237844,0.0001447152530237844
pooled,ALL,RandomForest,feature_importance,asset_SPY,5.873972608346915e-05,5.873972608346915e-05
pooled,ALL,RandomForest,feature_importance,crisis_dummy,0.0,0.0
pooled,ALL,RandomForest,feature_importance,post_crisis_dummy,0.0,0.0
pooled,ALL,RandomForest,feature_importance,negative_x_crisis,0.0,0.0
pooled,ALL,RandomForest,feature_importance,negative_squared_x_crisis,0.0,0.0
pooled,ALL,RandomForest,feature_importance,period_crisis,0.0,0.0
pooled,ALL,RandomForest,feature_importance,period_post_crisis,0.0,0.0
pooled,ALL,RandomForest,feature_importance,period_pre_crisis,0.0,0.0
pooled,ALL,Ridge,coefficient,rolling_volatility_22d,0.9828361335688853,0.9828361335688853
pooled,ALL,Ridge,coefficient,rolling_mean_squared_return_22d,-0.3871795437387867,0.3871795437387867
pooled,ALL,Ridge,coefficient,rolling_sum_squared_return_22d,-0.38717954373877544,0.38717954373877544
pooled,ALL,Ridge,coefficient,rolling_volatility_5d,-0.38440658808254613,0.38440658808254613
pooled,ALL,Ridge,coefficient,rolling_abs_return_66d,0.34421569817544834,0.34421569817544834
pooled,ALL,Ridge,coefficient,rolling_sum_squared_return_5d,0.2967460371263317,0.2967460371263317
pooled,ALL,Ridge,coefficient,rolling_mean_squared_return_5d,0.2967460371263115,0.2967460371263115
pooled,ALL,Ridge,coefficient,rolling_downside_squared_return_22d,0.2737958653118541,0.2737958653118541
